event_id,query_id,sku_clicked,position,clicked
EVT-01330,Q098,RW-1126,2,1
EVT-01331,Q088,RW-1386,2,1
EVT-01332,Q077,RW-1041,3,1
EVT-01333,Q068,RW-1228,1,1
EVT-01334,Q068,RW-1360,10,1
EVT-01335,Q047,RW-1039,8,1
EVT-01336,Q118,RW-1288,3,1
EVT-01337,Q015,RW-1031,1,1
EVT-01338,Q107,RW-1280,3,1
EVT-01339,Q116,RW-1258,1,1
EVT-01340,Q026,RW-1293,1,1
EVT-01341,Q069,RW-1076,1,1
EVT-01342,Q022,RW-1167,2,1
EVT-01343,Q110,RW-1266,5,1
EVT-01344,Q057,RW-1059,3,1
EVT-01345,Q088,RW-1105,3,1
EVT-01346,Q092,RW-1298,2,1
EVT-01347,Q063,RW-1046,1,1
EVT-01348,Q116,RW-1261,2,1
EVT-01349,Q058,RW-1028,9,1
EVT-01350,Q059,RW-1067,1,1
EVT-01351,Q066,RW-1212,5,1
EVT-01352,Q059,RW-1288,2,1
EVT-01353,Q008,RW-1286,2,1
EVT-01354,Q060,RW-1344,3,1
EVT-01355,Q104,RW-1157,2,1
EVT-01356,Q093,RW-1011,5,1
EVT-01357,Q051,RW-1130,6,1
EVT-01358,Q105,RW-1001,2,1
EVT-01359,Q096,RW-1111,1,1
EVT-01360,Q075,RW-1037,2,1
EVT-01361,Q006,RW-1216,6,1
EVT-01362,Q045,RW-1358,1,1
EVT-01363,Q009,RW-1277,3,1
EVT-01364,Q008,RW-1035,3,1
EVT-01365,Q120,RW-1241,3,1
EVT-01366,Q005,RW-1146,1,1
EVT-01367,Q053,RW-1092,3,1
EVT-01368,Q099,RW-1069,6,1
EVT-01369,Q099,RW-1328,1,1
EVT-01370,Q094,RW-1330,1,1
EVT-01371,Q054,RW-1191,8,1
EVT-01372,Q115,RW-1195,1,1
EVT-01373,Q058,RW-1193,5,1
EVT-01374,Q049,RW-1041,2,1
EVT-01375,Q088,RW-1338,1,1
EVT-01376,Q112,RW-1276,5,1
EVT-01377,Q018,RW-1334,2,1
EVT-01378,Q111,RW-1178,2,1
EVT-01379,Q016,RW-1091,2,1
EVT-01380,Q069,RW-1201,2,1
EVT-01381,Q068,RW-1065,1,1
EVT-01382,Q094,RW-1114,2,1
EVT-01383,Q107,RW-1001,8,1
EVT-01384,Q097,RW-1011,1,1
EVT-01385,Q039,RW-1237,3,1
EVT-01386,Q087,RW-1368,1,1
EVT-01387,Q070,RW-1217,4,1
EVT-01388,Q069,RW-1194,1,1
EVT-01389,Q106,RW-1117,8,1
EVT-01390,Q032,RW-1235,2,1
EVT-01391,Q045,RW-1079,1,1
EVT-01392,Q036,RW-1096,1,1
EVT-01393,Q120,RW-1371,1,1
EVT-01394,Q098,RW-1057,2,1
EVT-01395,Q005,RW-1338,1,1
EVT-01396,Q054,RW-1314,4,1
EVT-01397,Q099,RW-1008,2,1
EVT-01398,Q031,RW-1105,1,1
EVT-01399,Q009,RW-1051,3,1
EVT-01400,Q077,RW-1017,3,1
EVT-01401,Q058,RW-1306,1,1
EVT-01402,Q087,RW-1360,1,1
EVT-01403,Q112,RW-1024,1,1
EVT-01404,Q032,RW-1379,3,1
EVT-01405,Q006,RW-1205,3,1
EVT-01406,Q057,RW-1119,2,1
EVT-01407,Q070,RW-1111,5,1
EVT-01408,Q097,RW-1397,4,1
EVT-01409,Q008,RW-1071,2,1
EVT-01410,Q065,RW-1148,5,1
EVT-01411,Q030,RW-1374,1,1
EVT-01412,Q074,RW-1163,1,1
EVT-01413,Q074,RW-1306,1,1
EVT-01414,Q099,RW-1344,1,1
EVT-01415,Q105,RW-1164,2,1
EVT-01416,Q031,RW-1154,7,1
EVT-01417,Q113,RW-1073,1,1
EVT-01418,Q085,RW-1266,1,1
EVT-01419,Q029,RW-1211,2,1
EVT-01420,Q039,RW-1140,7,1
EVT-01421,Q008,RW-1285,1,1
EVT-01422,Q076,RW-1376,2,1
EVT-01423,Q117,RW-1089,1,1
EVT-01424,Q081,RW-1347,1,1
EVT-01425,Q055,RW-1284,9,1
EVT-01426,Q064,RW-1024,8,1
EVT-01427,Q045,RW-1329,1,1
EVT-01428,Q086,RW-1195,7,1
EVT-01429,Q101,RW-1268,3,1
EVT-01430,Q041,RW-1356,5,1
EVT-01431,Q054,RW-1209,2,1
EVT-01432,Q020,RW-1153,2,1
EVT-01433,Q049,RW-1094,2,1
EVT-01434,Q097,RW-1275,3,1
EVT-01435,Q061,RW-1123,1,1
EVT-01436,Q109,RW-1115,1,1
EVT-01437,Q039,RW-1362,1,1
EVT-01438,Q019,RW-1237,3,1
EVT-01439,Q118,RW-1029,1,1
EVT-01440,Q072,RW-1211,3,1
EVT-01441,Q054,RW-1285,8,1
EVT-01442,Q068,RW-1068,1,1
EVT-01443,Q050,RW-1124,3,1
EVT-01444,Q033,RW-1104,2,1
EVT-01445,Q043,RW-1331,5,1
EVT-01446,Q011,RW-1230,1,1
EVT-01447,Q109,RW-1189,3,1
EVT-01448,Q012,RW-1274,5,1
EVT-01449,Q093,RW-1097,7,1
EVT-01450,Q007,RW-1137,3,1
EVT-01451,Q049,RW-1344,2,1
EVT-01452,Q078,RW-1308,3,1
EVT-01453,Q006,RW-1037,5,1
EVT-01454,Q025,RW-1389,2,1
EVT-01455,Q076,RW-1370,1,1
EVT-01456,Q086,RW-1286,7,1
EVT-01457,Q028,RW-1245,3,1
EVT-01458,Q027,RW-1170,3,1
EVT-01459,Q039,RW-1007,1,1
EVT-01460,Q028,RW-1097,3,1
EVT-01461,Q095,RW-1060,2,1
EVT-01462,Q096,RW-1386,3,1
EVT-01463,Q062,RW-1124,1,1
EVT-01464,Q090,RW-1309,3,1
EVT-01465,Q091,RW-1104,10,1
EVT-01466,Q051,RW-1122,1,1
EVT-01467,Q071,RW-1164,8,1
EVT-01468,Q100,RW-1144,2,1
EVT-01469,Q049,RW-1238,5,1
EVT-01470,Q069,RW-1332,4,1
EVT-01471,Q046,RW-1157,2,1
EVT-01472,Q034,RW-1184,3,1
EVT-01473,Q066,RW-1254,5,1
EVT-01474,Q060,RW-1050,2,1
EVT-01475,Q103,RW-1369,1,1
EVT-01476,Q061,RW-1389,3,1
EVT-01477,Q108,RW-1163,4,1
EVT-01478,Q118,RW-1104,4,1
EVT-01479,Q048,RW-1160,4,1
EVT-01480,Q053,RW-1023,2,1
EVT-01481,Q073,RW-1113,4,1
EVT-01482,Q095,RW-1074,1,1
EVT-01483,Q003,RW-1133,2,1
EVT-01484,Q071,RW-1299,1,1
EVT-01485,Q075,RW-1368,1,1
EVT-01486,Q054,RW-1151,2,1
EVT-01487,Q020,RW-1100,2,1
EVT-01488,Q043,RW-1117,3,1
EVT-01489,Q049,RW-1291,2,1
EVT-01490,Q107,RW-1125,2,1
EVT-01491,Q064,RW-1281,1,1
EVT-01492,Q084,RW-1350,2,1
EVT-01493,Q044,RW-1131,1,1
EVT-01494,Q098,RW-1250,1,1
EVT-01495,Q093,RW-1328,3,1
EVT-01496,Q095,RW-1251,3,1
EVT-01497,Q059,RW-1086,3,1
EVT-01498,Q094,RW-1180,2,1
EVT-01499,Q022,RW-1071,2,1
EVT-01500,Q093,RW-1279,5,1
EVT-01501,Q063,RW-1094,2,1
EVT-01502,Q118,RW-1277,2,1
EVT-01503,Q083,RW-1030,1,1
EVT-01504,Q068,RW-1017,1,1
EVT-01505,Q108,RW-1038,2,1
EVT-01506,Q105,RW-1342,2,1
EVT-01507,Q007,RW-1391,2,1
EVT-01508,Q001,RW-1211,2,1
EVT-01509,Q018,RW-1322,3,1
EVT-01510,Q030,RW-1034,4,1
EVT-01511,Q091,RW-1077,4,1
EVT-01512,Q002,RW-1111,3,1
EVT-01513,Q065,RW-1233,7,1
EVT-01514,Q048,RW-1030,1,1
EVT-01515,Q080,RW-1326,1,1
EVT-01516,Q086,RW-1315,1,1
EVT-01517,Q117,RW-1247,3,1
EVT-01518,Q085,RW-1249,6,1
EVT-01519,Q003,RW-1003,1,1
EVT-01520,Q069,RW-1282,6,1
EVT-01521,Q053,RW-1006,1,1
EVT-01522,Q003,RW-1271,7,1
EVT-01523,Q093,RW-1140,2,1
EVT-01524,Q069,RW-1146,1,1
EVT-01525,Q003,RW-1257,2,1
EVT-01526,Q105,RW-1357,1,1
EVT-01527,Q087,RW-1220,1,1
EVT-01528,Q104,RW-1091,1,1
EVT-01529,Q014,RW-1049,4,1
EVT-01530,Q068,RW-1076,2,1
EVT-01531,Q031,RW-1098,1,1
EVT-01532,Q080,RW-1269,3,1
EVT-01533,Q033,RW-1181,3,1
EVT-01534,Q035,RW-1203,1,1
EVT-01535,Q011,RW-1191,2,1
EVT-01536,Q052,RW-1235,1,1
EVT-01537,Q073,RW-1124,1,1
EVT-01538,Q090,RW-1115,3,1
EVT-01539,Q039,RW-1350,1,1
EVT-01540,Q106,RW-1041,2,1
EVT-01541,Q084,RW-1332,3,1
EVT-01542,Q098,RW-1016,1,1
EVT-01543,Q012,RW-1207,2,1
EVT-01544,Q049,RW-1193,1,1
EVT-01545,Q071,RW-1243,8,1
EVT-01546,Q008,RW-1326,2,1
EVT-01547,Q002,RW-1359,4,1
EVT-01548,Q022,RW-1042,2,1
EVT-01549,Q064,RW-1222,1,1
EVT-01550,Q083,RW-1169,3,1
EVT-01551,Q073,RW-1048,7,1
EVT-01552,Q115,RW-1270,3,1
EVT-01553,Q118,RW-1021,4,1
EVT-01554,Q030,RW-1108,5,1
EVT-01555,Q116,RW-1354,1,1
EVT-01556,Q114,RW-1290,1,1
EVT-01557,Q061,RW-1138,3,1
EVT-01558,Q006,RW-1038,2,1
EVT-01559,Q088,RW-1143,5,1
EVT-01560,Q116,RW-1278,6,1
EVT-01561,Q073,RW-1336,2,1
EVT-01562,Q005,RW-1091,1,1
EVT-01563,Q119,RW-1161,4,1
EVT-01564,Q003,RW-1106,1,1
EVT-01565,Q076,RW-1073,4,1
EVT-01566,Q097,RW-1364,2,1
EVT-01567,Q106,RW-1203,3,1
EVT-01568,Q119,RW-1039,1,1
EVT-01569,Q039,RW-1083,3,1
EVT-01570,Q073,RW-1123,2,1
EVT-01571,Q073,RW-1199,2,1
EVT-01572,Q087,RW-1276,1,1
EVT-01573,Q043,RW-1196,3,1
EVT-01574,Q097,RW-1378,5,1
EVT-01575,Q018,RW-1352,1,1
EVT-01576,Q093,RW-1040,1,1
EVT-01577,Q065,RW-1381,1,1
EVT-01578,Q045,RW-1027,3,1
EVT-01579,Q013,RW-1223,3,1
EVT-01580,Q030,RW-1038,2,1
EVT-01581,Q044,RW-1309,1,1
EVT-01582,Q099,RW-1314,2,1
EVT-01583,Q077,RW-1203,2,1
EVT-01584,Q100,RW-1167,2,1
EVT-01585,Q004,RW-1324,9,1
EVT-01586,Q035,RW-1230,1,1
EVT-01587,Q063,RW-1116,3,1
EVT-01588,Q046,RW-1283,2,1
EVT-01589,Q049,RW-1221,2,1
EVT-01590,Q024,RW-1348,3,1
EVT-01591,Q075,RW-1338,3,1
EVT-01592,Q049,RW-1043,10,1
EVT-01593,Q099,RW-1316,1,1
EVT-01594,Q038,RW-1126,1,1
EVT-01595,Q092,RW-1037,3,1
EVT-01596,Q011,RW-1137,2,1
EVT-01597,Q020,RW-1194,1,1
EVT-01598,Q092,RW-1324,1,1
EVT-01599,Q020,RW-1378,1,1
EVT-01600,Q050,RW-1162,6,1
EVT-01601,Q047,RW-1054,1,1
EVT-01602,Q012,RW-1002,1,1
EVT-01603,Q040,RW-1227,1,1
EVT-01604,Q047,RW-1389,2,1
EVT-01605,Q035,RW-1052,1,1
EVT-01606,Q017,RW-1044,2,1
EVT-01607,Q024,RW-1220,1,1
EVT-01608,Q058,RW-1285,4,1
EVT-01609,Q072,RW-1262,1,1
EVT-01610,Q053,RW-1052,2,1
EVT-01611,Q004,RW-1045,5,1
EVT-01612,Q046,RW-1283,3,1
EVT-01613,Q012,RW-1305,2,1
EVT-01614,Q077,RW-1166,1,1
EVT-01615,Q111,RW-1197,1,1
EVT-01616,Q002,RW-1149,3,1
EVT-01617,Q053,RW-1198,10,1
EVT-01618,Q100,RW-1043,3,1
EVT-01619,Q093,RW-1286,2,1
EVT-01620,Q116,RW-1124,3,1
EVT-01621,Q074,RW-1266,2,1
EVT-01622,Q022,RW-1350,1,1
EVT-01623,Q049,RW-1086,2,1
EVT-01624,Q018,RW-1137,7,1
EVT-01625,Q039,RW-1137,1,1
EVT-01626,Q064,RW-1074,3,1
EVT-01627,Q009,RW-1085,1,1
EVT-01628,Q056,RW-1141,2,1
EVT-01629,Q054,RW-1153,1,1
EVT-01630,Q062,RW-1039,2,1
EVT-01631,Q047,RW-1128,4,1
EVT-01632,Q032,RW-1369,1,1
EVT-01633,Q081,RW-1253,3,1
EVT-01634,Q077,RW-1315,4,1
EVT-01635,Q026,RW-1234,6,1
EVT-01636,Q014,RW-1069,1,1
EVT-01637,Q039,RW-1003,2,1
EVT-01638,Q051,RW-1170,1,1
EVT-01639,Q108,RW-1317,10,1
EVT-01640,Q049,RW-1168,6,1
EVT-01641,Q057,RW-1171,2,1
EVT-01642,Q056,RW-1333,5,1
EVT-01643,Q077,RW-1069,2,1
EVT-01644,Q039,RW-1164,3,1
EVT-01645,Q078,RW-1355,1,1
EVT-01646,Q026,RW-1245,4,1
EVT-01647,Q041,RW-1090,1,1
EVT-01648,Q051,RW-1163,4,1
EVT-01649,Q038,RW-1376,4,1
EVT-01650,Q089,RW-1324,3,1
EVT-01651,Q063,RW-1294,1,1
EVT-01652,Q101,RW-1124,1,1
EVT-01653,Q042,RW-1192,1,1
EVT-01654,Q036,RW-1201,2,1
EVT-01655,Q047,RW-1058,1,1
EVT-01656,Q120,RW-1288,7,1
EVT-01657,Q026,RW-1303,2,1
EVT-01658,Q070,RW-1092,1,1
EVT-01659,Q088,RW-1393,2,1
EVT-01660,Q071,RW-1013,2,1
EVT-01661,Q094,RW-1236,3,1
EVT-01662,Q091,RW-1107,2,1
EVT-01663,Q057,RW-1149,6,1
EVT-01664,Q107,RW-1354,2,1
EVT-01665,Q009,RW-1209,10,1
EVT-01666,Q087,RW-1255,5,1
EVT-01667,Q018,RW-1324,1,1
EVT-01668,Q039,RW-1123,7,1
EVT-01669,Q033,RW-1337,1,1
EVT-01670,Q020,RW-1366,4,1
EVT-01671,Q055,RW-1193,2,1
EVT-01672,Q010,RW-1229,5,1
EVT-01673,Q077,RW-1245,5,1
EVT-01674,Q075,RW-1205,4,1
EVT-01675,Q069,RW-1259,4,1
EVT-01676,Q119,RW-1354,1,1
EVT-01677,Q054,RW-1278,1,1
EVT-01678,Q005,RW-1184,2,1
EVT-01679,Q090,RW-1274,1,1
EVT-01680,Q077,RW-1326,3,1
EVT-01681,Q118,RW-1043,1,1
EVT-01682,Q014,RW-1393,8,1
EVT-01683,Q032,RW-1336,3,1
EVT-01684,Q086,RW-1181,4,1
EVT-01685,Q022,RW-1331,1,1
EVT-01686,Q079,RW-1022,5,1
EVT-01687,Q073,RW-1330,6,1
EVT-01688,Q087,RW-1331,2,1
EVT-01689,Q052,RW-1385,3,1
EVT-01690,Q043,RW-1220,4,1
EVT-01691,Q014,RW-1005,1,1
EVT-01692,Q013,RW-1132,2,1
EVT-01693,Q029,RW-1261,2,1
EVT-01694,Q096,RW-1265,1,1
EVT-01695,Q072,RW-1297,2,1
EVT-01696,Q089,RW-1294,1,1
EVT-01697,Q029,RW-1228,1,1
EVT-01698,Q048,RW-1200,1,1
EVT-01699,Q060,RW-1395,8,1
EVT-01700,Q087,RW-1301,2,1
EVT-01701,Q089,RW-1256,8,1
EVT-01702,Q020,RW-1176,2,1
EVT-01703,Q004,RW-1247,1,1
EVT-01704,Q014,RW-1151,2,1
EVT-01705,Q054,RW-1043,2,1
EVT-01706,Q015,RW-1373,1,1
EVT-01707,Q019,RW-1178,3,1
EVT-01708,Q040,RW-1175,1,1
EVT-01709,Q059,RW-1105,3,1
EVT-01710,Q067,RW-1247,3,1
EVT-01711,Q045,RW-1243,1,1
EVT-01712,Q013,RW-1224,1,1
EVT-01713,Q093,RW-1356,4,1
EVT-01714,Q058,RW-1163,2,1
EVT-01715,Q009,RW-1153,1,1
EVT-01716,Q006,RW-1363,10,1
EVT-01717,Q015,RW-1011,1,1
EVT-01718,Q109,RW-1175,3,1
EVT-01719,Q083,RW-1055,9,1
EVT-01720,Q087,RW-1084,1,1
EVT-01721,Q120,RW-1379,1,1
EVT-01722,Q032,RW-1264,1,1
EVT-01723,Q023,RW-1282,1,1
EVT-01724,Q021,RW-1169,1,1
EVT-01725,Q072,RW-1218,3,1
EVT-01726,Q060,RW-1118,1,1
EVT-01727,Q103,RW-1207,2,1
EVT-01728,Q081,RW-1094,10,1
EVT-01729,Q024,RW-1327,4,1
EVT-01730,Q085,RW-1221,3,1
EVT-01731,Q051,RW-1014,1,1
EVT-01732,Q095,RW-1314,3,1
EVT-01733,Q114,RW-1101,2,1
EVT-01734,Q058,RW-1303,2,1
EVT-01735,Q055,RW-1199,1,1
EVT-01736,Q001,RW-1360,5,1
EVT-01737,Q028,RW-1105,2,1
EVT-01738,Q036,RW-1385,1,1
EVT-01739,Q091,RW-1032,2,1
EVT-01740,Q074,RW-1052,2,1
EVT-01741,Q103,RW-1274,4,1
EVT-01742,Q024,RW-1187,3,1
EVT-01743,Q042,RW-1100,4,1
EVT-01744,Q059,RW-1058,1,1
EVT-01745,Q034,RW-1343,2,1
EVT-01746,Q111,RW-1250,2,1
EVT-01747,Q068,RW-1327,1,1
EVT-01748,Q041,RW-1305,1,1
EVT-01749,Q050,RW-1312,4,1
EVT-01750,Q051,RW-1300,1,1
EVT-01751,Q015,RW-1178,2,1
EVT-01752,Q046,RW-1234,1,1
EVT-01753,Q080,RW-1088,1,1
EVT-01754,Q105,RW-1344,1,1
EVT-01755,Q091,RW-1152,8,1
EVT-01756,Q118,RW-1314,4,1
EVT-01757,Q076,RW-1043,7,1
EVT-01758,Q087,RW-1068,2,1
EVT-01759,Q041,RW-1060,1,1
EVT-01760,Q031,RW-1156,2,1
EVT-01761,Q015,RW-1093,2,1
EVT-01762,Q048,RW-1355,5,1
EVT-01763,Q019,RW-1261,1,1
EVT-01764,Q050,RW-1214,2,1
EVT-01765,Q077,RW-1070,1,1
EVT-01766,Q074,RW-1196,1,1
EVT-01767,Q055,RW-1095,3,1
EVT-01768,Q063,RW-1325,2,1
EVT-01769,Q069,RW-1355,2,1
EVT-01770,Q118,RW-1330,2,1
EVT-01771,Q120,RW-1088,2,1
EVT-01772,Q072,RW-1085,4,1
EVT-01773,Q063,RW-1147,6,1
EVT-01774,Q018,RW-1095,7,1
EVT-01775,Q041,RW-1230,4,1
EVT-01776,Q080,RW-1027,1,1
EVT-01777,Q111,RW-1183,3,1
EVT-01778,Q002,RW-1248,2,1
EVT-01779,Q018,RW-1099,1,1
EVT-01780,Q105,RW-1196,5,1
EVT-01781,Q072,RW-1258,1,1
EVT-01782,Q084,RW-1253,6,1
EVT-01783,Q053,RW-1350,2,1
EVT-01784,Q063,RW-1212,3,1
EVT-01785,Q091,RW-1227,3,1
EVT-01786,Q063,RW-1085,6,1
EVT-01787,Q011,RW-1289,3,1
EVT-01788,Q004,RW-1389,3,1
EVT-01789,Q029,RW-1149,1,1
EVT-01790,Q005,RW-1140,2,1
EVT-01791,Q029,RW-1275,1,1
EVT-01792,Q037,RW-1086,3,1
EVT-01793,Q100,RW-1234,2,1
EVT-01794,Q073,RW-1380,3,1
EVT-01795,Q099,RW-1392,1,1
EVT-01796,Q064,RW-1281,1,1
EVT-01797,Q066,RW-1057,3,1
EVT-01798,Q074,RW-1058,1,1
EVT-01799,Q035,RW-1396,1,1
EVT-01800,Q070,RW-1187,1,1
EVT-01801,Q070,RW-1387,7,1
EVT-01802,Q006,RW-1389,3,1
EVT-01803,Q093,RW-1225,2,1
EVT-01804,Q070,RW-1111,1,1
EVT-01805,Q055,RW-1052,1,1
EVT-01806,Q095,RW-1334,4,1
EVT-01807,Q097,RW-1126,3,1
EVT-01808,Q039,RW-1016,1,1
EVT-01809,Q058,RW-1134,1,1
EVT-01810,Q045,RW-1044,1,1
EVT-01811,Q057,RW-1060,3,1
EVT-01812,Q100,RW-1121,4,1
EVT-01813,Q027,RW-1377,1,1
EVT-01814,Q076,RW-1352,1,1
EVT-01815,Q045,RW-1363,1,1
EVT-01816,Q079,RW-1323,8,1
EVT-01817,Q055,RW-1084,1,1
EVT-01818,Q079,RW-1071,4,1
EVT-01819,Q101,RW-1105,3,1
EVT-01820,Q105,RW-1105,2,1
EVT-01821,Q104,RW-1030,1,1
EVT-01822,Q073,RW-1179,1,1
EVT-01823,Q069,RW-1143,3,1
EVT-01824,Q077,RW-1275,4,1
EVT-01825,Q022,RW-1165,3,1
EVT-01826,Q091,RW-1149,2,1
EVT-01827,Q038,RW-1293,1,1
EVT-01828,Q035,RW-1263,8,1
EVT-01829,Q116,RW-1347,4,1
EVT-01830,Q105,RW-1048,1,1
EVT-01831,Q018,RW-1384,8,1
EVT-01832,Q101,RW-1210,3,1
EVT-01833,Q118,RW-1030,2,1
EVT-01834,Q036,RW-1335,3,1
EVT-01835,Q017,RW-1359,4,1
EVT-01836,Q111,RW-1067,3,1
EVT-01837,Q032,RW-1074,1,1
EVT-01838,Q092,RW-1164,1,1
EVT-01839,Q107,RW-1126,6,1
EVT-01840,Q098,RW-1346,1,1
EVT-01841,Q051,RW-1250,2,1
EVT-01842,Q019,RW-1295,2,1
EVT-01843,Q081,RW-1137,2,1
EVT-01844,Q081,RW-1212,3,1
EVT-01845,Q049,RW-1231,7,1
EVT-01846,Q010,RW-1324,1,1
EVT-01847,Q102,RW-1393,1,1
EVT-01848,Q012,RW-1206,1,1
EVT-01849,Q066,RW-1383,5,1
EVT-01850,Q036,RW-1355,3,1
EVT-01851,Q120,RW-1188,1,1
EVT-01852,Q059,RW-1249,4,1
EVT-01853,Q042,RW-1297,5,1
EVT-01854,Q001,RW-1396,5,1
EVT-01855,Q109,RW-1375,6,1
EVT-01856,Q012,RW-1374,1,1
EVT-01857,Q059,RW-1325,4,1
EVT-01858,Q086,RW-1357,2,1
EVT-01859,Q046,RW-1032,5,1
EVT-01860,Q102,RW-1273,3,1
EVT-01861,Q051,RW-1111,4,1
EVT-01862,Q055,RW-1108,3,1
EVT-01863,Q064,RW-1137,1,1
EVT-01864,Q042,RW-1145,2,1
EVT-01865,Q044,RW-1280,9,1
EVT-01866,Q074,RW-1066,7,1
EVT-01867,Q073,RW-1248,1,1
EVT-01868,Q101,RW-1175,1,1
EVT-01869,Q115,RW-1349,1,1
EVT-01870,Q098,RW-1024,3,1
EVT-01871,Q006,RW-1050,4,1
EVT-01872,Q081,RW-1235,1,1
EVT-01873,Q003,RW-1063,2,1
EVT-01874,Q119,RW-1080,5,1
EVT-01875,Q057,RW-1233,3,1
EVT-01876,Q001,RW-1219,2,1
EVT-01877,Q026,RW-1352,2,1
EVT-01878,Q117,RW-1067,2,1
EVT-01879,Q113,RW-1332,1,1
EVT-01880,Q039,RW-1081,2,1
EVT-01881,Q112,RW-1140,3,1
EVT-01882,Q012,RW-1335,5,1
EVT-01883,Q047,RW-1128,3,1
EVT-01884,Q011,RW-1190,4,1
EVT-01885,Q086,RW-1332,1,1
EVT-01886,Q022,RW-1026,2,1
EVT-01887,Q051,RW-1320,1,1
EVT-01888,Q040,RW-1371,1,1
EVT-01889,Q090,RW-1386,3,1
EVT-01890,Q030,RW-1219,10,1
EVT-01891,Q084,RW-1046,1,1
EVT-01892,Q091,RW-1048,2,1
EVT-01893,Q001,RW-1109,4,1
EVT-01894,Q062,RW-1039,1,1
EVT-01895,Q017,RW-1303,2,1
EVT-01896,Q029,RW-1265,3,1
EVT-01897,Q088,RW-1227,3,1
EVT-01898,Q002,RW-1004,1,1
EVT-01899,Q090,RW-1175,2,1
EVT-01900,Q105,RW-1061,4,1
EVT-01901,Q111,RW-1216,2,1
EVT-01902,Q089,RW-1067,1,1
EVT-01903,Q062,RW-1036,4,1
EVT-01904,Q030,RW-1196,1,1
EVT-01905,Q012,RW-1374,3,1
EVT-01906,Q104,RW-1052,1,1
EVT-01907,Q014,RW-1160,7,1
EVT-01908,Q048,RW-1153,2,1
EVT-01909,Q018,RW-1195,1,1
EVT-01910,Q100,RW-1385,1,1
EVT-01911,Q112,RW-1068,1,1
EVT-01912,Q083,RW-1346,5,1
EVT-01913,Q019,RW-1035,10,1
EVT-01914,Q068,RW-1288,2,1
EVT-01915,Q002,RW-1312,2,1
EVT-01916,Q084,RW-1084,3,1
EVT-01917,Q057,RW-1179,5,1
EVT-01918,Q093,RW-1109,2,1
EVT-01919,Q081,RW-1383,2,1
EVT-01920,Q020,RW-1210,2,1
EVT-01921,Q079,RW-1351,3,1
EVT-01922,Q057,RW-1111,1,1
EVT-01923,Q012,RW-1051,3,1
EVT-01924,Q018,RW-1385,2,1
EVT-01925,Q016,RW-1301,4,1
EVT-01926,Q094,RW-1196,1,1
EVT-01927,Q045,RW-1219,2,1
EVT-01928,Q041,RW-1071,2,1
EVT-01929,Q032,RW-1141,3,1
EVT-01930,Q083,RW-1043,1,1
EVT-01931,Q032,RW-1283,2,1
EVT-01932,Q077,RW-1307,2,1
EVT-01933,Q093,RW-1311,2,1
EVT-01934,Q037,RW-1398,3,1
EVT-01935,Q089,RW-1013,3,1
EVT-01936,Q109,RW-1337,4,1
EVT-01937,Q113,RW-1154,1,1
EVT-01938,Q027,RW-1265,4,1
EVT-01939,Q078,RW-1260,2,1
EVT-01940,Q025,RW-1382,1,1
EVT-01941,Q051,RW-1151,1,1
EVT-01942,Q083,RW-1027,1,1
EVT-01943,Q101,RW-1122,4,1
EVT-01944,Q064,RW-1197,3,1
EVT-01945,Q015,RW-1123,4,1
EVT-01946,Q064,RW-1326,2,1
EVT-01947,Q077,RW-1036,2,1
EVT-01948,Q068,RW-1006,1,1
EVT-01949,Q047,RW-1162,1,1
EVT-01950,Q017,RW-1198,2,1
EVT-01951,Q111,RW-1291,1,1
EVT-01952,Q054,RW-1187,1,1
EVT-01953,Q070,RW-1349,2,1
EVT-01954,Q023,RW-1390,3,1
EVT-01955,Q061,RW-1394,10,1
EVT-01956,Q010,RW-1008,7,1
EVT-01957,Q076,RW-1034,3,1
EVT-01958,Q002,RW-1134,2,1
EVT-01959,Q028,RW-1020,3,1
EVT-01960,Q119,RW-1030,4,1
EVT-01961,Q102,RW-1203,1,1
EVT-01962,Q065,RW-1146,2,1
EVT-01963,Q081,RW-1364,5,1
EVT-01964,Q065,RW-1392,2,1
EVT-01965,Q054,RW-1216,2,1
EVT-01966,Q090,RW-1205,2,1
EVT-01967,Q011,RW-1327,1,1
EVT-01968,Q069,RW-1275,2,1
EVT-01969,Q079,RW-1078,1,1
EVT-01970,Q036,RW-1042,1,1
EVT-01971,Q040,RW-1040,1,1
EVT-01972,Q066,RW-1104,5,1
EVT-01973,Q104,RW-1079,1,1
EVT-01974,Q069,RW-1167,2,1
EVT-01975,Q051,RW-1300,1,1
EVT-01976,Q082,RW-1390,7,1
EVT-01977,Q107,RW-1332,1,1
EVT-01978,Q088,RW-1329,2,1
EVT-01979,Q009,RW-1158,5,1
EVT-01980,Q090,RW-1223,5,1
EVT-01981,Q094,RW-1122,1,1
EVT-01982,Q008,RW-1125,4,1
EVT-01983,Q012,RW-1222,2,1
EVT-01984,Q015,RW-1232,2,1
EVT-01985,Q079,RW-1311,1,1
EVT-01986,Q008,RW-1158,1,1
EVT-01987,Q086,RW-1379,3,1
EVT-01988,Q085,RW-1379,2,1
EVT-01989,Q023,RW-1061,2,1
EVT-01990,Q002,RW-1362,3,1
EVT-01991,Q018,RW-1359,4,1
EVT-01992,Q002,RW-1083,1,1
EVT-01993,Q064,RW-1177,3,1
EVT-01994,Q067,RW-1264,1,1
